Timestamp,Day of the sale,Quantity,Month of the year,Day of the week,Price (per item unless its a set),Card amount paid,Cash amount paid,Product type,Handmade / Beaded collections,Sterling Silver collections,Gold Plated collections,details,Zirconia Color,Mohave type,Birth Stone type,Set type 
12/22/2024 17:30:07,12/22/2024,1,December,Sunday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Flower ,,,,
12/23/2024 11:57:08,12/23/2024,1,December,Monday,40,40,0,Gold Plated,,,rings,Green emerald ,,,,
12/23/2024 13:17:52,12/23/2024,1,December,Monday,45,45,0,Gold Plated,,,necklaces,Emerald pendant not triangle,,,,
12/23/2024 15:18:09,12/23/2024,1,December,Monday,79,79,0,Sterling Silver,,SET,,Infinity,,,,Necklace & Studs
12/23/2024 17:17:58,12/23/2024,1,December,Monday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Triple round ,,,,
12/24/2024 10:13:56,12/24/2024,1,December,Tuesday,45,45,0,Sterling Silver,,Sterling Silver Rings,,Sapphire ring,,,,
12/24/2024 12:38:57,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,BuTtErFlY bRaCeLeT,,,,
12/24/2024 12:54:02,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Sun turquoise ,,,,
12/24/2024 13:07:56,12/24/2024,1,December,Tuesday,15,15,0,Sterling Silver,,Sterling Silver Nose rings,,Butterfly pink,,,,
12/24/2024 13:35:17,12/24/2024,1,December,Tuesday,25,0,25,Gold Plated,,,stud earings,Mohave Stone,,Mohave emerald,,
12/24/2024 13:41:31,12/24/2024,1,December,Tuesday,30,0,30,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/24/2024 15:19:59,12/24/2024,1,December,Tuesday,28,28,0,Sterling Silver,,Sterling Silver Stud Earings,,Moon stone ,,,,
12/24/2024 16:55:47,12/24/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Rose quartz ,,,,
12/24/2024 17:00:04,12/24/2024,1,December,Tuesday,30,30,0,Handmade / Beaded,beaded necklaces,,,Evil eye,,,,
12/24/2024 17:01:44,12/24/2024,1,December,Tuesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Flower zirconia ,,,,
12/26/2024 13:00:39,12/26/2024,1,December,Thursday,26,26,0,Gold Plated,,,dangling earings,Mohave Stone,,Mohave sapphire,,
12/26/2024 15:27:47,12/26/2024,1,December,Thursday,19,19,0,Gold Plated,,,stud earings,Blue sapphire ,,,,
12/26/2024 15:49:22,12/26/2024,1,December,Thursday,42,42,0,Sterling Silver,,Sterling Silver Necklaces,,Clover black with Zirconia ,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,
12/26/2024 17:56:33,12/26/2024,1,December,Thursday,34,34,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
12/26/2024 16:55:00,12/26/2024,1,December,Thursday,93,0,93,Sterling Silver,,Sterling Silver Rings,,Blue and apricot agate for men ,,,,
12/27/2024 15:47:35,12/27/2024,1,December,Friday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Butterfly ,,,,
12/27/2024 17:06:00,12/27/2024,1,December,Friday,60,60,0,Sterling Silver,,SET,,Oval purple,,,,Necklace & Studs
12/27/2024 17:06:34,12/27/2024,1,December,Friday,15,15,0,Handmade / Beaded,Key Chains,,,Poland,,,,
12/27/2024 17:07:30,12/27/2024,1,December,Friday,32,32,0,Sterling Silver,,Sterling Silver Necklaces,,Sun turquoise small,,,,
12/28/2024 14:09:06,12/28/2024,1,December,Saturday,58,8,50,Sterling Silver,,Sterling Silver Bracelets,,Man bracelets ,,,,
12/29/2024 13:44:57,12/29/2024,1,December,Sunday,20,0,20,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
12/29/2024 14:47:45,12/29/2024,1,December,Sunday,22,22,0,Gold Plated,,,stud earings,Amethyst birth stone studs ,,,,
12/29/2024 16:01:31,12/29/2024,1,December,Sunday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Globe ,,,,
12/30/2024 12:40:27,12/30/2024,1,December,Monday,30,0,30,Handmade / Beaded,beaded bracelets,,,Green,,,,
12/30/2024 12:41:01,12/30/2024,1,December,Monday,40,40,0,Sterling Silver,,Sterling Silver Necklaces,,Small clover white,,,,
12/30/2024 14:42:56,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover white,,,,
12/30/2024 14:43:29,12/30/2024,1,December,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Clover black,,,,
12/30/2024 15:07:10,12/30/2024,1,December,Monday,40,40,0,Gold Plated,,,stud earings,White clover big ones,,,,
12/30/2024 15:40:30,12/30/2024,1,December,Monday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,Big clover white,,,,
12/31/2024 14:25:24,12/31/2024,1,December,Tuesday,36,36,0,Sterling Silver,,Sterling Silver Necklaces,,Evil eye,,,,
12/31/2024 14:26:00,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/31/2024 14:26:32,12/31/2024,1,December,Tuesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
12/31/2024 17:22:11,12/31/2024,1,December,Tuesday,60,60,0,Gold Plated,,,SET,Raw Stone,,,Amethyst (february),Necklace & Earrings
12/31/2024 17:23:14,12/31/2024,1,December,Tuesday,35,35,0,Gold Plated,,,necklaces,Raw Stone,,,Peridot (august),
1/1/2025 13:54:32,1/1/2025,1,December,Wednesday,48,28,20,Sterling Silver,,Sterling Silver Bangles,,"Daisy , green stone",,,,
1/2/2025 12:02:36,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Butterfly ðŸ¦‹ and angel love blue,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/2/2025 17:08:43,1/2/2025,1,January,Thursday,15,15,0,Handmade / Beaded,Earing Charms,,,Unicorn and whale,,,,
1/4/2025 13:50:02,1/4/2025,1,January,Saturday,12,12,0,Sterling Silver,,Nose piercings ,,Zirconia,white (diamond),,,
1/6/2025 11:55:29,1/5/2025,1,January,Sunday,25,25,0,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
1/6/2025 17:39:31,1/6/2025,1,January,Monday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
1/7/2025 14:05:09,1/7/2025,1,January,Tuesday,79,79,0,Sterling Silver,,Sterling Silver Necklaces,,Men's,,,,
1/10/2025 11:20:44,1/10/2025,1,January,Friday,36,36,0,Sterling Silver,,Sterling Silver Rings,,Daisy plain,,,,
1/10/2025 11:30:05,1/10/2025,1,January,Friday,25,25,0,Sterling Silver,,Sterling Silver Rings,,Adjustable daisy,,,,
1/11/2025 15:53:13,1/11/2025,1,January,Saturday,22,22,0,Handmade / Beaded,beaded bracelets,,,Beaded bracelet,,,,
1/11/2025 15:55:04,1/11/2025,1,January,Saturday,10,10,0,Handmade / Beaded,Earing Charms,,,Charms,,,,
1/11/2025 15:55:53,1/11/2025,1,January,Saturday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
1/15/2025 11:15:19,1/15/2025,1,January,Wednesday,36,36,0,Gold Plated,,,bracelets,Hamza hand,,,,
1/15/2025 13:19:07,1/15/2025,1,January,Wednesday,15,0,15,Handmade / Beaded,Earing Charms,,,homemade ,,,,
1/15/2025 14:04:40,1/15/2025,1,January,Wednesday,10,10,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
1/15/2025 17:41:17,1/15/2025,1,January,Wednesday,16,16,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
1/16/2025 16:15:32,1/16/2025,1,January,Thursday,22,22,0,Handmade / Beaded,beaded bracelets,,,Jasper beads,,,,
1/17/2025 17:02:41,1/17/2025,1,January,Friday,15,15,0,Handmade / Beaded,Earing Charms,,,Hand made earrings ,,,,
1/18/2025 14:21:58,1/18/2025,1,January,Saturday,30,30,0,Sterling Silver,,Sterling Silver Bangles,,Evil eye,,,,
1/18/2025 18:36:11,1/18/2025,1,January,Saturday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,Mohave Stone,,Mohave white turquoise,,
1/18/2025 14:21:02,1/18/2025,1,January,Saturday,65,65,0,Sterling Silver,,SET,,Mohave Stone,,Onyx ,,Necklace & Bracelet
1/20/2025 11:28:17,1/20/2025,1,January,Monday,45,45,0,Gold Plated,,,necklaces,Evil eye,,,,
1/20/2025 13:22:13,1/20/2025,1,January,Monday,50,50,0,Gold Plated,,,necklaces,Vancleef ,,,,
1/21/2025 9:53:17,1/21/2025,1,January,Monday,18,0,18,Sterling Silver,,Chain plain silver,,Zirconia,Plain chain,,,
1/22/2025 16:00:13,1/22/2025,1,January,Wednesday,30,30,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
1/23/2025 14:22:01,1/23/2025,1,January,Thursday,10,0,10,Sterling Silver,,Sterling Silver Nose rings,,Plain white zirconia,,,,
1/23/2025 16:16:33,1/23/2025,1,January,Thursday,36,36,0,Gold Plated,,,necklaces,Mohave Stone,,Mohave amethyst,,
1/23/2025 16:17:23,1/23/2025,1,January,Thursday,40,40,0,Gold Plated,,,bracelets,Mohave Stone,,Mohave amethyst,,
1/23/2025 16:18:19,1/23/2025,1,January,Thursday,25,25,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave amethyst,,
1/24/2025 10:50:14,1/24/2025,1,January,Friday,50,50,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
1/24/2025 12:26:26,1/24/2025,1,January,Friday,50,50,0,Gold Plated,,,necklaces,Vancleef,,,,
1/24/2025 12:27:03,1/24/2025,1,January,Friday,48,48,0,Gold Plated,,,necklaces,Vancleef,,,,
1/25/2025 14:15:26,1/25/2025,1,January,Saturday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Mohave Stone,,Mohave turquoise,,
1/25/2025 14:16:18,1/25/2025,1,January,Saturday,35,35,0,Sterling Silver,,Sterling Silver Bangles,,Mohave Stone,,Black ,,
1/25/2025 16:29:41,1/25/2025,1,January,Saturday,45,45,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,Ruby,,,
1/25/2025 16:47:17,1/25/2025,1,January,Saturday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
1/26/2025 16:18:20,1/26/2025,1,December,Sunday,40,0,40,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,White Heart ,,,
1/27/2025 11:28:34,1/27/2025,1,January,Monday,36,36,0,Sterling Silver,,Sterling Silver Necklaces,,Vancleef small ,,,,
1/27/2025 11:29:23,1/27/2025,1,January,Monday,35,35,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
1/31/2025 12:06:09,1/31/2025,1,January,Friday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Four leaf clover,,,,
2/1/2025 16:41:18,2/1/2025,1,January,Saturday,10,0,10,Handmade / Beaded,beaded bracelets,,,Beads,,,,
2/1/2025 16:42:20,2/1/2025,1,January,Saturday,20,0,20,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
2/2/2025 23:49:45,2/2/2025,1,January,Sunday,45,45,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,pink,,,
2/3/2025 10:59:15,2/3/2025,1,Feburary,Monday,35,35,0,Sterling Silver,,Sterling Silver Bracelets,,Flower ,,,,
2/3/2025 10:59:55,2/3/2025,1,Feburary,Monday,45,45,0,Sterling Silver,,Sterling Silver Bracelets,,Vancleef ,,,,
3/3/2025 14:38:47,2/3/2025,1,March,Monday,55,0,55,Sterling Silver,,Silver bracelet for men,,Sterling silver male bracelet ,,,,
2/5/2025 14:07:50,2/5/2025,1,Feburary,Wednesday,40,40,0,Sterling Silver,,Sterling Silver Bracelets,,Zirconia,white (diamond),,,
2/6/2025 15:04:12,2/6/2025,1,Feburary,Thursday,60,0,60,Sterling Silver,,Sterling Silver Necklaces,,Allah pendant,,,,
2/8/2025 16:54:50,2/8/2025,1,January,Saturday,30,30,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
2/8/2025 16:56:15,2/8/2025,1,January,Saturday,22,22,0,Handmade / Beaded,beaded bracelets,,,Life tree,,,,
2/10/2025 13:18:15,2/10/2025,1,Feburary,Monday,15,15,0,Handmade / Beaded,Earing Charms,,,Handmade earrings,,,,
2/12/2025 17:36:54,2/12/2025,1,Feburary,Wednesday,60,60,0,Sterling Silver,,Sterling Silver Necklaces,,Mum in Arabic necklace ,,,,
2/13/2025 14:30:40,2/13/2025,1,Feburary,Thursday,12,12,0,Handmade / Beaded,beaded bracelets,,,Named,,,,
2/13/2025 15:40:48,2/13/2025,1,Feburary,Thursday,22,22,0,Handmade / Beaded,beaded bracelets,,,Rose quartz glass stone,,,,
2/14/2025 16:55:40,2/14/2025,1,Feburary,Friday,26,26,0,Sterling Silver,,Sterling Silver Bracelets,,Flower ,,,,
2/16/2025 16:26:18,2/16/2025,1,Feburary,Sunday,66,66,0,Sterling Silver,,SET,,Turquoise stone in silver ,,,,Necklace & Studs
2/17/2025 11:08:04,2/17/2025,1,Feburary,Monday,35,0,35,Gold Plated,,,Mohav big purple earrings,Mohave Stone,,Purple,,
2/20/2025 10:59:01,2/20/2025,1,Feburary,Thursday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Children earrings ( they twist) ,,,,
2/20/2025 10:59:02,2/20/2025,1,Feburary,Thursday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Children earrings ( they twist) ,,,,
2/20/2025 10:59:02,2/20/2025,1,Feburary,Thursday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Children earrings ( they twist) ,,,,
2/20/2025 17:37:30,2/20/2025,1,Feburary,Thursday,7.5,7.5,0,Handmade / Beaded,Earing Charms,,,Flower charms,,,,
2/24/2025 17:08:49,2/24/2025,1,Feburary,Monday,26,26,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
2/27/2025 12:10:44,2/27/2025,1,Feburary,Thursday,50,0,50,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
2/27/2025 14:24:03,2/27/2025,1,Feburary,Thursday,45,45,0,Gold Plated,,,stud earings,Amethyst triangle earrings,,,,
3/1/2025 16:58:55,3/1/2025,1,March,Saturday,36,0,36,Sterling Silver,,Sterling Silver Rings,,Raw Stone,,,Pearl moonstone (june),
3/3/2025 17:44:21,3/3/2025,1,March,Monday,45,45,0,Sterling Silver,,Sterling Silver Necklaces,,Butterfly sterling silver necklace,,,,
3/3/2025 17:45:10,3/3/2025,1,March,Monday,45,45,0,Sterling Silver,,Sterling Silver Bracelets,,Butterfly ,,,,
3/6/2025 12:53:11,3/6/2025,1,March,Thursday,80,80,0,Gold Plated,,,SET,Mohave Stone,,Mohave ruby,,Necklace & Earrings
3/6/2025 12:54:22,3/6/2025,1,March,Thursday,38,38,0,Gold Plated,,,rings,Raw Stone,,,Aquamarine (march),
3/6/2025 12:55:30,3/6/2025,1,March,Thursday,90,90,0,Sterling Silver,,SET,,Clover green ,,,,Necklace & Bracelet & Studs
3/7/2025 11:39:00,3/7/2025,1,March,Friday,35,35,0,Gold Plated,,,stud earings,Pink stone ,,,,
3/7/2025 11:40:15,3/7/2025,1,March,Friday,45,45,0,Gold Plated,,,rings,Green and white stone,,,,
3/7/2025 11:41:41,3/7/2025,1,March,Friday,60,60,0,Gold Plated,,,rings,Big blue pink purple stone,,,,
3/8/2025 13:25:36,3/8/2025,1,March,Saturday,30,30,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,Pink green and blue,,,
3/8/2025 13:27:43,3/8/2025,1,March,Saturday,45,45,0,Sterling Silver,,Sterling Silver Bracelets,,Raw Stone,,,Turquoise (december),
3/8/2025 13:30:17,3/8/2025,1,March,Saturday,30,30,0,Sterling Silver,,Sterling Silver Rings,,Mohave Stone,,Mohave ruby,,
3/9/2025 13:16:36,3/8/2025,1,March,Saturday,50,50,0,Sterling Silver,,Sterling Silver Necklaces,,Palestine leaf,,,,
3/9/2025 13:57:26,3/8/2025,1,March,Saturday,40,40,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
3/9/2025 16:47:10,3/9/2025,1,March,Sunday,45,45,0,Gold Plated,,,rings,Blue and yellow citrine,,,,
3/9/2025 16:48:47,3/9/2025,1,March,Sunday,45,0,45,Gold Plated,,,rings,Green glass emerald ,,,,
3/9/2025 16:51:20,3/9/2025,1,March,Sunday,60,0,60,Gold Plated,,,rings,Turquoise amethyst rose quartz,,,,
3/9/2025 16:49:44,3/9/2025,1,March,Sunday,45,0,45,Gold Plated,,,rings,Amazonite and white stone,,,,
3/12/2025 16:54:54,3/12/2025,1,March,Wednesday,24,0,24,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
3/14/2025 16:25:06,3/14/2025,1,March,Friday,45,0,45,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
3/14/2025 16:26:46,3/14/2025,1,March,Friday,45,0,45,Sterling Silver,,Sterling Silver Rings,,Evil eye,,,,
3/14/2025 16:27:25,3/14/2025,1,March,Friday,45,0,45,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
3/14/2025 16:30:12,3/14/2025,1,March,Friday,45,0,45,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
3/16/2025 11:43:08,3/15/2025,1,March,Saturday,27,27,0,Sterling Silver,,SET,,Zirconia,white (diamond),,,Necklace & Studs
3/16/2025 11:43:53,3/15/2025,1,March,Saturday,30,30,0,Gold Plated,,,dangling earings,Mohave Stone,,Mohave amethyst,,
3/16/2025 11:46:20,3/15/2025,1,March,Saturday,94,0,94,Sterling Silver,,Sterling Silver Rings,,Sapphire lady diana ring,,,,
3/16/2025 11:47:22,3/15/2025,1,March,Saturday,60,60,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,white (diamond),,,
3/16/2025 11:49:00,3/15/2025,1,March,Saturday,10,10,0,Handmade / Beaded,Earing Charms,,,Mr Bunny,,,,
3/16/2025 11:50:05,3/15/2025,1,March,Saturday,6,0,6,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
3/16/2025 11:51:11,3/15/2025,1,March,Saturday,38.5,38.5,0,Gold Plated,,,SET,Mohave Stone,,Mohave turquoise,,Necklace & Earrings
3/16/2025 16:52:19,3/16/2025,1,March,Sunday,24.5,24.5,0,Sterling Silver,,Sterling Silver Bracelets,,Clover 4 hearts,,,,
3/19/2025 14:17:10,3/19/2025,1,March,Wednesday,22.5,22.5,0,Gold Plated,,,stud earings,Sunshine purple,,,,
3/19/2025 22:02:19,3/20/2025,1,March,Wednesday,22,22,0,Handmade / Beaded,beaded bracelets,,,Raw citrine ,,,,
3/20/2025 14:54:42,3/20/2025,1,March,Thursday,37,37,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave white ,,
3/20/2025 14:56:46,3/20/2025,1,March,Thursday,37,37,0,Gold Plated,,,stud earings,Mohave Stone,,Mohave white turquoise,,
3/20/2025 14:57:34,3/20/2025,1,March,Thursday,37,37,0,Sterling Silver,,Sterling Silver Bracelets,,Vancleef green,,,,
3/21/2025 13:24:39,3/21/2025,1,March,Friday,22,22,0,Sterling Silver,,Sterling Silver Necklaces,,Palestine necklace,,,,
3/21/2025 14:11:36,3/21/2025,1,March,Friday,55,55,0,Sterling Silver,,Sterling Silver Necklaces,,Allah blue ,,,,
3/23/2025 15:28:21,3/23/2025,1,March,Sunday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Children studs in silver,,,,
3/23/2025 15:29:12,3/23/2025,1,March,Sunday,10,10,0,Handmade / Beaded,Earing Charms,,,Sunflower silver,,,,
3/23/2025 16:22:24,3/23/2025,1,March,Sunday,22,22,0,Handmade / Beaded,beaded bracelets,,,Raw Stone,,,Amazonite and rose quartz ,
3/23/2025 16:22:24,3/23/2025,1,March,Sunday,22,22,0,Handmade / Beaded,beaded bracelets,,,Raw Stone,,,Amazonite and rose quartz ,
3/24/2025 9:52:13,3/24/2025,1,March,Monday,36.5,36.5,0,Sterling Silver,,SET,,Evil eye,,,,Necklace & Studs
3/26/2025 11:02:57,3/26/2025,1,March,Wednesday,12,12,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
3/26/2025 17:07:53,3/26/2025,1,March,Wednesday,20,20,0,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
3/27/2025 14:58:03,3/27/2025,1,March,Thursday,53,0,53,Sterling Silver,,Sterling Silver Stud Earings,,Flower sapphire,,,,
3/28/2025 17:09:37,3/28/2025,1,March,Friday,10,10,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
3/28/2025 17:10:48,3/28/2025,1,March,Thursday,12,12,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
3/28/2025 17:11:49,3/28/2025,1,March,Friday,12,12,0,Sterling Silver,,Sterling Silver Nose rings,,Zirconia,white (diamond),,,
3/28/2025 17:24:02,3/28/2025,1,March,Friday,15,0,15,Handmade / Beaded,Handmade earrings ,,,Handmade silver earrings,,,,
3/28/2025 17:25:13,3/28/2025,1,March,Friday,15,0,15,Handmade / Beaded,Earrings,,,Handmade silver ,,,,
3/29/2025 12:06:07,3/29/2025,1,March,Saturday,25,25,0,Sterling Silver,,Silver earring ,,Zirconia,white (diamond),,,
3/29/2025 12:07:09,3/28/2025,1,March,Saturday,10,10,0,Handmade / Beaded,beaded bracelets,,,Evil eye,,,,
3/29/2025 12:08:53,3/28/2025,1,March,Saturday,27.5,27.5,0,Sterling Silver,,Pendants,,Moon stone and black one ,,,,
3/30/2025 13:26:42,3/30/2025,1,March,Sunday,23.5,0,23.5,Gold Plated,,,necklaces,Mohave Stone,,Mohave turquoise,,
3/30/2025 13:28:17,3/30/2025,1,March,Sunday,20,0,20,Sterling Silver,,Sterling Silver Bracelets,,Evil eye,,,,
3/30/2025 19:37:44,3/30/2025,1,March,Sunday,18,18,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,white (diamond),,,
3/30/2025 19:38:44,3/30/2025,1,March,Sunday,39,39,0,Sterling Silver,,SET,,Clover white,,,,Necklace & Earrings
3/30/2025 19:39:38,3/30/2025,1,March,Sunday,20,20,0,Sterling Silver,,Sterling Silver Bracelets,,Tennis bracelet ,,,,
3/30/2025 19:41:24,3/30/2025,1,March,Sunday,10,10,0,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,turquoise,,,
3/31/2025 16:18:51,3/31/2025,1,March,Monday,15,5,10,Sterling Silver,,Sterling Silver Stud Earings,,Zirconia,White Heart ,,,
4/2/2025 13:55:38,4/2/2025,2,April,Wednesday,15,15,0,Handmade / Beaded,Earing Charms,,,Handmade earrings ,,,,
4/2/2025 15:45:36,4/2/2025,1,April,Wednesday,22,0,22,Handmade / Beaded,beaded bracelets,,,Light blue with love charm ,,,,
4/2/2025 17:11:42,4/2/2025,1,April,Wednesday,30,30,0,Sterling Silver,,Sterling Silver Rings,,Zirconia,White diamond around dark blue in mifdle,,,
4/2/2025 13:55:38,4/2/2025,1,April,Wednesday,15,15,0,Handmade / Beaded,Earing Charms,,,Handmade earrings ,,,,
4/2/2025 13:55:38,4/2/2025,1,April,Wednesday,15,15,0,Handmade / Beaded,Earing Charms,,,Handmade earrings ,,,,